Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=b72f7683-42a2-4e1a-8389-5b61c1bca57a],TaskId[id=29cb8884-7b9b-4270-b436-d86ea290c9c1]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=124392e0-4e5b-4d51-8c83-a652c897e6b1],TaskId[id=44a0a687-b941-4924-8153-94f83ed88704]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=ab75fea0-8bd6-416a-9eec-f65e5048f3ae],TaskId[id=1ebba94d-e858-4ba6-9113-8603ec171d82]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=d4d9b529-42e3-4b06-bc8c-860d53a0bab8],TaskId[id=8a079e65-310e-4144-8f53-9a67ba829bfd]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=ca6462c5-9a5a-4241-a70a-907d284584b6],TaskId[id=d767f8de-33a1-48c3-9d15-2c353b0e6111]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=38455cbc-f964-4260-947f-dc3774c4f4eb],TaskId[id=fa26d121-4b3d-4451-b594-d041343b7bab]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=6298f033-3b46-47a5-b964-721963e73c69],TaskId[id=387d2c67-49f2-4e0e-af04-3f41e71c844a]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=b35dc44a-e5be-405a-b00b-e07b0a1d8061],TaskId[id=147d6284-f6c1-4916-9bf2-897507eb3682]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=bb4a6240-776d-4b4d-ba6a-98d362454571],TaskId[id=50b95099-5693-45db-8cba-7bf45393a642]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=a4b3a341-96b9-4135-a941-4ce4535efcc3],TaskId[id=cba1c509-ebbf-45f7-8dc2-992b89192f64]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=ac036570-e6e9-47aa-af34-133d1d08d1d7],TaskId[id=4b3d458d-3022-4011-b6dd-77cabc06b923]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=251bdc97-325d-43c4-94c4-4889d27c1ae9],TaskId[id=49743855-45d5-4eec-8fc9-5597e0826548]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=7221615e-2efb-441c-907e-71d9d7256b78],TaskId[id=6f612080-ea77-4e40-9400-9842abeb4b19]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=d2e78b9c-f560-45aa-9f9f-b1f9dc6e0d19],TaskId[id=b7603706-a7fa-48b5-8dee-bbfea82a9689]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=a1980397-ba90-40aa-99ed-ef5b184d9022],TaskId[id=428fc42e-bf92-4025-a722-38d6bdb0aefb]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=35f4a2ec-29b7-4413-86f3-c1bb6da02e39],TaskId[id=91ad1e4d-38f9-4e54-9c59-edec93614506]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=52fa7d78-407c-4a13-80a2-499381d16c05],TaskId[id=bceb042e-4212-49d7-ace8-bc71ba15e21d]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=0f678fa1-f019-4bd3-bdbf-388d92003e25],TaskId[id=97c01ae4-3175-4555-a0fb-ec3777fa9c8b]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=39d6642c-afb3-4344-a9d3-9d1f5d87c2fa],TaskId[id=f10afb7d-a5ad-48bf-a64f-22787dddfde6]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=2ad1ab46-a4dd-49bd-88aa-1c9e1bb7a684],TaskId[id=82040575-655c-4d4f-819a-5eb4c936b178]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=6ed91ef4-88da-46a6-ae04-072ce18c55f9],TaskId[id=627cce15-a2d1-4408-aa0a-eac5ae9d096a]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=210167ae-f8c5-4127-a572-fbfe174ffdd5],TaskId[id=d184866d-3c38-4ed3-a601-6b052bf9904f]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=7157c63a-75a7-4983-bdfa-74f8c0c7d0c6],TaskId[id=074b0e43-513f-4303-909d-0a0a5d19cd5a]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=8638c93d-b8ea-4bfb-acd0-893352baaddf],TaskId[id=466a8ad1-0c75-4f1c-96a0-cc44a178af90]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=519d9ac0-2f7a-4123-8220-f75177b8c10c],TaskId[id=b722f715-a5fc-4b07-b58f-1ab503635633]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=a3e5bca6-fad8-4d3a-80a2-ed0bdce89ba4],TaskId[id=c0edebe4-f457-4ab5-b6b6-2221f2a901ca]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=097e2e31-6e94-4738-9c44-99aacd38c8a3],TaskId[id=af7c37bf-1a2c-4c20-bd91-19ad814a63e8]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=eb136c7c-6419-4d57-9c3d-a13be4c980fa],TaskId[id=a2b2b430-eed1-4727-a3d6-f77ff96f684d]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=66cfd399-f40f-4d01-b4bd-8ed4488b835d],TaskId[id=b3f63ebd-0cad-483c-aac3-a30b5923477f]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=e383560b-d8e3-417e-b0d3-2a54cb988006],TaskId[id=474d3651-23aa-4501-b712-2b09f193c08d]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=716e45a1-fefb-4033-bb7c-0fe3530aab04],TaskId[id=4d6f9e16-c24a-4edf-adc4-c35b0ea15481]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=9f31ff4a-6d2c-43fd-8e5d-bc0d82771a5f],TaskId[id=b69858ca-fccf-45f8-9df0-fb4a50b42d1a]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=0de0590c-a21a-42d1-84d1-5ff0ad711229],TaskId[id=d0c559a5-a84c-472d-8374-4a2f2bf8bb29]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=bdf54436-2a72-4653-9fd3-90f43f49e9ae],TaskId[id=dd5c9a53-daac-4b1f-bb53-6c702c67ac14]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=deb8d656-93fd-4d5d-9aac-5b8594b5b5fd],TaskId[id=1c364c27-b36e-4110-918b-df070a37a13b]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=80585677-4e92-4a85-85c9-956c3d0a1a19],TaskId[id=392c7a2e-0499-48ab-b6cf-b2d8f1696263]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=d96403a1-c53e-4143-9058-06bd3c06f386],TaskId[id=f537fb49-40ef-4355-9c66-e9061371c93b]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=9673ffdc-0c0f-45c0-b995-afe62a044137],TaskId[id=9f0d38f7-4fef-4e60-9448-5abf9aadc555]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=adb0eaae-66c8-4b87-8e89-49f9517095ee],TaskId[id=6a286b59-4c33-40f7-83ee-3b5c20a7ab90]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=891b0d1b-33a1-4eaa-adb0-2caa6e3b75be],TaskId[id=8bb164f4-e9c8-4e05-8207-1892b0247884]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=9a4e6a35-9ff8-4aa4-9a7e-d3ee074bd0f8],TaskId[id=cef972fe-218d-492d-86b1-e3d59f84c69f]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=9cb9ac01-cda1-4e08-887f-a66fda98ebb5],TaskId[id=8bc35f42-eb64-46d3-98b2-360facae1b7f]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=3cfb264c-4887-46aa-95be-3b6f43b561ec],TaskId[id=afc8aa78-a397-4233-bc8f-ed6b246041e2]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=07de22c4-f4a0-441c-815d-5e42b07051b2],TaskId[id=14d1179a-d499-4aff-b9a5-88cd96cd0150]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=b653a49c-562f-4d24-9892-e6e78e7c34a1],TaskId[id=1147203d-7451-4545-b943-d3742d93e5c4]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=bb3ca42e-6bad-45b5-8247-7b500724e1a6],TaskId[id=7bf602f2-d4d6-4151-9b05-bd8d9cb87031]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=03ad1743-d5fb-45e0-9cd4-0818f6eb68be],TaskId[id=04c07d14-385a-4aef-90b0-3f6809a85d59]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=b6efbc7d-d070-4930-a73a-e681a340fe38],TaskId[id=3e552c63-4981-46c7-a2a5-3bdaa3641822]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=75cbce91-7762-47bf-a3e4-59d745757443],TaskId[id=e6067d8f-3bee-4d96-bb9f-1d132969cf16]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=2464ace1-3449-41bb-8df9-4060b1a37833],TaskId[id=967ae711-e519-4bbb-ab12-1ab142a9c720]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=a66bff54-7a91-4007-9a17-abcd1b55b283],TaskId[id=9b38e4d4-547d-4115-87ef-749066d3e831]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=f174a44d-02e2-4f1c-a769-996ebcfd494b],TaskId[id=e6c1c13c-7d7e-47e8-9270-2f4b5663b607]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=193fe916-3c48-4fd6-8c51-66063c06b1b6],TaskId[id=b3021741-67dc-4073-8f27-7f5feafb6c00]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=d62a6940-06a7-45f4-9469-33e2541cb6a3],TaskId[id=446846d0-ff1b-43c2-8085-d754017a81f8]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=83934bf7-8e28-4007-be62-d7f517028d28],TaskId[id=289a07d8-5cdf-4bab-b737-306f31fcdc0d]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=913c8a51-7586-4048-afa1-9d36ab3de413],TaskId[id=d8017a86-87d6-4bd6-a22e-44dba3174b52]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=c462f3de-b133-4ccd-80fc-2766dbbd8fe4],TaskId[id=9eddbce1-6d6f-4ce1-a4f0-590d27939dc3]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=7b1b8b39-66f6-4bd3-beed-a8453149db27],TaskId[id=b08479da-fbcd-44f9-832b-45de639ce4b0]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=81fbaee5-01d3-422f-b01f-a7a3f1b26e0a],TaskId[id=615b6fb4-da35-40e8-832b-115a1c4e3e75]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=4fcc2a6d-9497-4fe2-b4b4-c06961e4e0e5],TaskId[id=f5128e90-53b9-439c-b64a-9edb6632fc3c]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=becac1dc-2cbe-4633-8946-7c41fb6ba663],TaskId[id=431e78a8-d15c-456e-bf60-2c5a3d77ce42]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=24cf6fa1-e691-4a12-a427-4871adffee3d],TaskId[id=429b7174-6072-4d21-853e-ace4d6af019a]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=ee231719-2975-4d8e-9918-4a1df3f7a4f4],TaskId[id=2ed432b6-f2c9-42c0-a279-8addc49171da]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=e98af9ad-0a31-4d87-b6af-c9915b522635],TaskId[id=000c32c5-ef5f-43ac-9985-f60e28d5b5a3]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=39cc2507-8f41-4cf8-9054-a31b73865e7f],TaskId[id=0c2b9699-f0dc-446e-be8c-5b38c5a295f3]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=afa5b19d-de60-4003-9634-afaa727c0370],TaskId[id=9cee1eb4-6da2-4bb1-b919-f654210e7305]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=14e851c4-a05d-4ae2-aaa9-0d2d9b80b4db],TaskId[id=261fcfc7-381a-4faa-8e97-3465fe873d68]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=21599990-aa74-41cb-ab8f-a41fc4a2e77d],TaskId[id=85f50f5e-c85c-4ec3-8ac0-2d534dbea3d6]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=299341af-5f9a-4a46-b414-611b872e35c5],TaskId[id=caf5d2d5-b29d-47ef-b50c-ea68ed12d089]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=2a7191c8-7622-42f9-ad9c-2ee6919723ab],TaskId[id=f5cd1673-894b-4b87-b399-744b32026d48]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=c2b09682-7787-40b9-b0cc-a424709b576f],TaskId[id=048d715d-0455-49f1-bc1a-5fe577bebaa7]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=33620d2e-5236-46b0-a919-5893caf65d22],TaskId[id=9f5d7612-e570-4148-96ef-b638947d22c7]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=3dcc474f-0ef0-4e4a-976a-905be50b2dad],TaskId[id=aa3eb8e5-ff80-4828-9363-ebd2b3ad6f24]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=e7ceac4c-1291-44e2-90ff-e3b112fac34d],TaskId[id=02cb1eea-6a34-43c4-8c30-6428efd4353d]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=8c833920-0c62-4dcd-b1cc-5f0daef5f357],TaskId[id=9999b800-ec42-4b4f-b844-1e3c2984536a]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=fe03517d-9229-460f-806b-80fef3410912],TaskId[id=b9fafd5a-2d7f-438e-a46f-abaf3da0b054]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=1c18621a-78b9-4e06-aec0-4654dd83eece],TaskId[id=b14d111f-beb6-46f3-ab8f-95a2e1d3694a]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=a706a572-cb96-4a60-af06-ef346299f486],TaskId[id=8f93753c-ffd8-4b04-8c71-9c2bf5e9ba0e]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=3e9a7a66-658f-494e-94e2-626954ed0cbe],TaskId[id=f82a6ea0-b1a3-4a7f-8d3e-c1196bca8389]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=1fe87647-4c08-4b07-8b1b-8a2a5b301326],TaskId[id=071d1c8f-8123-477a-988b-52a26acf13f1]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=a3e74796-cd3c-4800-a9a9-2c3b2e8e59df],TaskId[id=f2b03815-ab76-4010-8ba3-1571a212e039]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=b5237714-bed6-4fcc-8858-e16b00915970],TaskId[id=805b3298-9d35-423a-a680-7b6df32871b8]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=6866a47b-1303-4dc3-b8f4-2696ef124ccc],TaskId[id=33b09a66-aa2e-44ff-8569-9cae9b93da4a]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=dfb33ebf-4325-4f1d-9c1c-76b45d2cf795],TaskId[id=ac3267dc-6b0b-463c-ab72-e98fc50019ad]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=408b28f0-0ed4-4c47-9c15-a29e1e5d4a2d],TaskId[id=990b7661-72af-48d9-a68d-166363f8bf9c]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=726c92ea-7a68-498f-9b61-dc06fc3039e1],TaskId[id=9db7c543-39d8-44c0-a0f5-021cfe29f9aa]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=a6ee9fc6-8b8c-4d09-903a-c204428c4f14],TaskId[id=f6325328-d2ab-44b4-ae9c-a9e0e407137f]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=d685b423-bc38-498e-b050-ac20532b8fa5],TaskId[id=16f86710-b9ba-4e70-b450-3c3dcd3010ce]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=8c14cbed-fb0d-4317-9974-10922b86621e],TaskId[id=2d97d7f7-c3a3-475c-9e8d-5a2430caebd7]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=0be139b2-4b63-4aa8-9956-37b22eb33709],TaskId[id=2fe35474-5569-42ca-8533-161455ccc550]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=14e59a71-3d95-412e-a52c-adbb811fa074],TaskId[id=3f297102-da71-4213-b7dc-6c37fab04c9c]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=09b97e9c-e904-4f6a-9f50-7c1f4804fbf9],TaskId[id=ec08d521-e308-4d07-9e9e-c33545cc8f08]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=7546330a-c940-4d78-a91c-a656f816b7aa],TaskId[id=116e7354-3369-40f8-89c8-0f0191b0239f]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=0101fd0e-bc7a-4918-b6e3-db17883a85af],TaskId[id=c9d2b9f3-92c4-4320-946a-3db1e016529a]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=0bfe4e57-ccba-45b3-b606-b268d7a31498],TaskId[id=a46ba9d6-2532-4675-97da-00ca6740178b]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=ebc14ef3-4872-407d-98b7-9d4d739b9bec],TaskId[id=2f4503cd-17ed-42d5-80c8-34e222b986ec]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=f9983525-2857-4979-8734-f6705fee6c3f],TaskId[id=f297b720-d9cf-4440-800f-98ee9e918c04]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=490a894f-1477-4a04-9e97-8025c62158b9],TaskId[id=c6e95231-33c4-4765-a86d-094217583954]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=293f6821-30f8-44d2-9cf4-1db2919a19d8],TaskId[id=1790cd40-71b9-4541-b99d-9c8e96d4e386]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=212b3f42-bf89-48b7-a8f4-71902abd8c26],TaskId[id=f824138c-5eaa-4121-9fea-7c7e34bb0714]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=a321278c-2fda-4f29-928b-47dcf2f7f6a3],TaskId[id=ec0c60aa-2cb8-4a54-bfac-4fa4ee1ef3de]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=8de3abec-e7f0-4472-b1fa-ee00d555fdec],TaskId[id=c0e0bfd0-9b95-4bc1-aee6-3fc0feb00438]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=c9696248-0207-4f04-a3d5-1cc9b48368b7],TaskId[id=fe40c6d9-8bd1-4dce-aafb-9725021e5e0b]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=fa0f1b3d-885e-4664-98f0-cc1a434d8c05],TaskId[id=24c3f392-9a01-4c8b-b825-8551c51bc4db]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=4c11ba2b-d274-44e2-8047-87e841af4aa3],TaskId[id=876553e8-c6b3-441f-8394-bcaf8c01537a]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=77f19d8e-c168-4aac-ae7c-78987e5d3e1a],TaskId[id=9ae56096-f4f2-44bf-bac4-c722bcc565ea]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=da80fb14-68f8-4245-aa04-d4993f3cf0a2],TaskId[id=0238ea29-09d5-41a8-ae2e-26fdb5e5fa10]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=5f79f1f3-128f-40ef-a221-35e672760259],TaskId[id=90f59574-489c-41f7-a425-ae273eae411d]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=f049a5fb-ba0d-46d6-8fba-f1f331d88949],TaskId[id=c7297754-e6c0-4aef-963f-1575ae36627e]
Water plants,,,,TODO,,,Bruno,ToDoListId[id=0775c8a9-327c-4693-9492-034ac959b071],TaskId[id=4c35eada-c2e7-44d3-8452-ae508ca43147]
Water plants,Water all the plants in the living room and in the bedroom.,home,2023-05-30,TODO,HIGH,,Bruno,ToDoListId[id=e352e416-e39f-4496-9f44-53d62008c9b2],TaskId[id=05961b90-2d66-44bf-93ac-47751f8d73ba]
